row_id,icd9_code,short_title,long_title,recode,super_category
11022,V241,Postpart care-lactation,Postpartum care and examination of lactating mother,16,injury
11023,V242,Rout postpart follow-up,Routine postpartum follow-up,16,injury
11024,V2501,Prescrip-oral contracept,General counseling on prescription of oral contraceptives,16,injury
11025,V2502,Initiate contracept NEC,General counseling on initiation of other contraceptive measures,16,injury
11026,V2503,Contracept mgmt-emergncy,Encounter for emergency contraceptive counseling and prescription,16,injury
11027,V2504,Natrl fam pln-avoid preg,Counseling and instruction in natural family planning to avoid pregnancy,16,injury
11028,V2509,Contraceptive mangmt NEC,Other general counseling and advice on contraceptive management,16,injury
11029,V2511,Insertion of iud,Encounter for insertion of intrauterine contraceptive device,16,injury
11030,V2512,Removal of iud,Encounter for removal of intrauterine contraceptive device,16,injury
11031,V2513,Remove/insert iud,Encounter for removal and reinsertion of intrauterine contraceptive device,16,injury
11032,V252,Sterilization,Sterilization,16,injury
11033,V253,Menstrual extraction,Menstrual extraction,16,injury
11034,V2540,Contracept surveill NOS,"Contraceptive surveillance, unspecified",16,injury
11035,V2541,Contracept pill surveill,Surveillance of contraceptive pill,16,injury
11036,V2542,Iud surveillance,Surveillance of intrauterine contraceptive device,16,injury
11037,V2543,Srvl mplnt sbdrm cntrcep,Surveillance of implantable subdermal contraceptive,16,injury
11038,V2549,Contracept surveill NEC,Surveillance of other contraceptive method,16,injury
11039,V255,Nsrt mplnt sbdrm cntrcep,Insertion of implantable subdermal contraceptive,16,injury
11040,90224,Injury celiac axis NEC,Injury to other specified branches of celiac axis,16,injury
11041,V6222,Hx retrn military deploy,Personal history of return from military deployment,16,injury
11042,V6229,Occupationl circumst NEC,Other occupational circumstances or maladjustment,16,injury
11043,V623,Educational circumstance,Educational circumstances,16,injury
11044,V624,Social maladjustment,Social maladjustment,16,injury
11045,V625,Legal circumstances,Legal circumstances,16,injury
11046,V626,Refusal of treatment,Refusal of treatment for reasons of religion or conscience,16,injury
11047,V6281,Interpersonal probl NEC,"Interpersonal problems, not elsewhere classified",16,injury
11048,V6282,"Bereavement, uncomplicat","Bereavement, uncomplicated",16,injury
11049,V6283,Cnsl perp phys/sex abuse,Counseling for perpetrator of physical/sexual abuse,16,injury
11050,V6284,Suicidal ideation,Suicidal ideation,16,injury
11051,V6285,Homicidal ideation,Homicidal ideation,16,injury
11052,V6289,Psychological stress NEC,"Other psychological or physical stress, not elsewhere classified",16,injury
11053,V629,Psychosocial circum NOS,Unspecified psychosocial circumstance,16,injury
11054,V630,Home remote from hospitl,Residence remote from hospital or other health care facility,16,injury
11055,V631,No medical serv in home,Medical services in home not available,16,injury
11056,V632,Wait adm to oth facility,Person awaiting admission to adequate facility elsewhere,16,injury
11057,V638,No med facilities NEC,Other specified reasons for unavailability of medical facilities,16,injury
11058,V639,No med facilities NOS,Unspecified reason for unavailability of medical facilities,16,injury
11059,V6400,No vaccination NOS,"Vaccination not carried out, unspecified reason",16,injury
11060,V6401,No vaccin-acute illness,Vaccination not carried out because of acute illness,16,injury
11061,V6402,No vaccin-chronc illness,Vaccination not carried out because of chronic illness or condition,16,injury
11062,V6403,No vaccin-immune comp,Vaccination not carried out because of immune compromised state,16,injury
11063,V6404,No vaccin-allergy to vac,Vaccination not carried out because of allergy to vaccine or component,16,injury
11064,V6405,No vaccin-caregiv refuse,Vaccination not carried out because of caregiver refusal,16,injury
11065,V6406,No vaccination-pt refuse,Vaccination not carried out because of patient refusal,16,injury
11066,V6407,No vaccination-religion,Vaccination not carried out for religious reasons,16,injury
11067,V6408,No vaccin-prev disease,Vaccination not carried out because patient had disease being vaccinated against,16,injury
11068,V6409,No vaccination NEC,Vaccination not carried out for other reason,16,injury
11069,V641,No proc/contraindication,Surgical or other procedure not carried out because of contraindication,16,injury
11070,V642,No proc/patient decision,Surgical or other procedure not carried out because of patient's decision,16,injury
11071,V643,No proc for reasons NEC,Procedure not carried out for other reasons,16,injury
11072,V6441,Lap surg convert to open,Laparoscopic surgical procedure converted to open procedure,16,injury
11073,V6442,Thoracoscop conv to open,Thoracoscopic surgical procedure converted to open procedure,16,injury
11074,V6443,Arthroscopc conv to open,Arthroscopic surgical procedure converted to open procedure,16,injury
11075,V650,Healthy person w sick,Healthy person accompanying sick person,16,injury
11076,V6511,Ped pre-brth vst-parent,Pediatric pre-birth visit for expectant parent(s),16,injury
11077,V6519,Person consult for anoth,Other person consulting on behalf of another person,16,injury
11078,V652,Person feigning illness,Person feigning illness,16,injury
11079,V653,Dietary surveil/counsel,Dietary surveillance and counseling,16,injury
11080,V6540,Counseling NOS,Counseling NOS,16,injury
11081,V6541,Exercise counseling,Exercise counseling,16,injury
11082,V6542,Counslng sbstn use abuse,Counseling on substance use and abuse,16,injury
11083,V6543,Counseling injry prevent,Counseling on injury prevention,16,injury
11084,V6544,Hiv counseling,Human immunodeficiency virus (HIV) counseling,16,injury
11085,V6545,Consln ot sex trnsmt dis,Counseling on other sexually transmitted diseases,16,injury
11086,V6546,Insulin pump training,Encounter for insulin pump training,16,injury
11087,V6549,Other specfd counseling,Other specified counseling,16,injury
11088,V655,Persn w feared complaint,Person with feared complaint in whom no diagnosis was made,16,injury
11089,V658,Reason for consult NEC,Other reasons for seeking consultation,16,injury
11090,V659,Reason for consult NOS,Unspecified reason for consultation,16,injury
11091,V660,Surgical convalescence,Convalescence following surgery,16,injury
11092,V661,Radiotherapy convalescen,Convalescence following radiotherapy,16,injury
11093,V662,Chemotherapy convalescen,Convalescence following chemotherapy,16,injury
11094,V663,Mental dis convalescence,Convalescence following psychotherapy and other treatment for mental disorder,16,injury
11095,V664,Fracture treatmnt conval,Convalescence following treatment of fracture,16,injury
11096,V665,Convalescence NEC,Convalescence following other treatment,16,injury
11097,V666,Comb treatment convales,Convalescence following combined treatment,16,injury
11098,V667,Encountr palliative care,Encounter for palliative care,16,injury
11099,V669,Convalescence NOS,Unspecified convalescence,16,injury
11100,V6700,Follow-up surgery NOS,"Follow-up examination, following surgery, unspecified",16,injury
11101,V6701,Follow-up vag pap smear,"Following surgery, follow-up vaginal pap smear",16,injury
11102,V6709,Follow-up surgery NEC,"Follow-up examination, following other surgery",16,injury
11103,9197,Superficial FB NEC-infec,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound, infected",16,injury
11104,9198,Superficial injury NEC,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection",16,injury
11105,9199,Superfic inj NEC-infect,"Other and unspecified superficial injury of other, multiple, and unspecified sites, infected",16,injury
11106,920,Contusion face/scalp/nck,"Contusion of face, scalp, and neck except eye(s)",16,injury
11107,9210,Black eye NOS,"Black eye, not otherwise specified",16,injury
11108,9211,Contusion periocular,Contusion of eyelids and periocular area,16,injury
11109,9212,Contusion orbital tissue,Contusion of orbital tissues,16,injury
11110,9213,Contusion of eyeball,Contusion of eyeball,16,injury
11111,9219,Contusion of eye NOS,Unspecified contusion of eye,16,injury
11112,9220,Contusion of breast,Contusion of breast,16,injury
11113,9221,Contusion of chest wall,Contusion of chest wall,16,injury
11114,9222,Contusion abdominal wall,Contusion of abdominal wall,16,injury
11115,92231,Back contusion,Contusion of back,16,injury
11116,92232,Buttock contusion,Contusion of buttock,16,injury
11117,92233,Interscplr reg contusion,Contusion of interscapular region,16,injury
11118,9224,Contusion genital organs,Contusion of genital organs,16,injury
11119,9228,Multiple contusion trunk,Contusion of multiple sites of trunk,16,injury
11120,9229,Contusion trunk NOS,Contusion of unspecified part of trunk,16,injury
11121,92300,Contusion shoulder reg,Contusion of shoulder region,16,injury
11122,92301,Contusion scapul region,Contusion of scapular region,16,injury
11123,92302,Contusion axillary reg,Contusion of axillary region,16,injury
11124,92303,Contusion of upper arm,Contusion of upper arm,16,injury
11125,92309,Contusion shoulder & arm,Contusion of multiple sites of shoulder and upper arm,16,injury
11126,92310,Contusion of forearm,Contusion of forearm,16,injury
11127,92311,Contusion of elbow,Contusion of elbow,16,injury
11128,92320,Contusion of hand(s),Contusion of hand(s),16,injury
11129,87271,Open wnd ear drum-compl,"Open wound of ear drum, complicated",16,injury
11130,87272,Open wnd ossicles-compl,"Open wound of ossicles, complicated",16,injury
11131,87273,Opn wnd eustach tb-compl,"Open wound of eustachian tube, complicated",16,injury
11132,87274,Open wound cochlea-compl,"Open wound of cochlea, complicated",16,injury
11133,87279,Open wound ear NEC-compl,"Open wound of other and multiple sites of ear, complicated",16,injury
11134,8728,Open wound of ear NOS,"Open wound of ear, part unspecified, without mention of complication",16,injury
11135,8729,Open wound ear NOS-compl,"Open wound of ear, part unspecified, complicated",16,injury
11136,8730,Open wound of scalp,"Open wound of scalp, without mention of complication",16,injury
11137,8731,Open wound scalp-compl,"Open wound of scalp, complicated",16,injury
11138,87320,Open wound of nose NOS,"Open wound of nose, unspecified site, without mention of complication",16,injury
11139,94353,3rd brn w loss-upper arm,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of upper arm",16,injury
11140,94354,3rd burn w loss-axilla,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of axilla",16,injury
11141,94355,3rd burn w loss-shoulder,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of shoulder",16,injury
11142,94356,3rd burn w loss-scapula,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of scapular region",16,injury
11143,94359,3rd burn w loss arm-mult,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple sites of upper limb, except wrist and hand",16,injury
11144,94400,Burn NOS hand-unspec,"Burn of unspecified degree of hand, unspecified site",16,injury
11145,94401,Burn NOS finger,Burn of unspecified degree of single digit (finger (nail) other than thumb,16,injury
11146,94402,Burn NOS thumb,Burn of unspecified degree of thumb (nail),16,injury
11147,94403,Burn NOS mult fingers,"Burn of unspecified degree of two or more digits of hand, not including thumb",16,injury
11148,94404,Burn NOS finger w thumb,"Burn of unspecified degree of two or more digits of hand, including thumb",16,injury
11149,94405,Burn NOS palm,Burn of unspecified degree of palm,16,injury
11150,94406,Burn NOS back of hand,Burn of unspecified degree of back of hand,16,injury
11151,94407,Burn NOS wrist,Burn of unspecified degree of wrist,16,injury
11152,94408,Burn NOS hand-multiple,Burn of unspecified degree of multiple sites of wrist(s) and hand(s),16,injury
11153,94410,1st deg burn hand NOS,"Erythema [first degree] of hand, unspecified site",16,injury
11154,94411,1st deg burn finger,Erythema [first degree] of single digit (finger (nail)) other than thumb,16,injury
11155,94412,1st deg burn thumb,Erythema [first degree] of thumb (nail),16,injury
11156,94413,1st deg burn mult finger,"Erythema [first degree] of two or more digits of hand, not including thumb",16,injury
11157,94414,1 deg burn fingr w thumb,Erythema [first degree] of two or more digits of hand including thumb,16,injury
11158,94415,1st deg burn palm,Erythema [first degree] of palm,16,injury
11159,94416,1 deg burn back of hand,Erythema [first degree] of back of hand,16,injury
11160,94417,1st deg burn wrist,Erythema [first degree] of wrist,16,injury
11161,94418,1st deg burn hand-mult,Erythema [first degree] of multiple sites of wrist(s) and hand(s),16,injury
11162,94420,2nd deg burn hand NOS,"Blisters, epidermal loss [second degree] of hand, unspecified site",16,injury
11163,94421,2nd deg burn finger,"Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb",16,injury
11164,94422,2nd deg burn thumb,"Blisters, epidermal loss [second degree] of thumb (nail)",16,injury
11165,94423,2nd deg burn mult finger,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb",16,injury
11166,94424,2 deg burn fingr w thumb,"Blisters, epidermal loss [second degree] of two or more digits of hand including thumb",16,injury
11167,94425,2nd deg burn palm,"Blisters, epidermal loss [second degree] of palm",16,injury
11168,94426,2 deg burn back of hand,"Blisters , epidermal loss [second degree] of back of hand",16,injury
11169,94427,2nd deg burn wrist,"Blisters, epidermal loss [second degree] of wrist",16,injury
11170,94428,2nd deg burn hand-mult,"Blisters, epidermal loss [second degree] of multiple sites of wrist(s) and hand(s)",16,injury
11171,94430,3rd deg burn hand NOS,"Full-thickness skin loss [third degree, not otherwise specified] of hand, unspecified site",16,injury
11172,94431,3rd deg burn finger,"Full-thickness skin loss [third degree, not otherwise specified] of single digit [finger (nail)] other than thumb",16,injury
11173,94432,3rd deg burn thumb,"Full-thickness skin loss [third degree, not otherwise specified] of thumb (nail)",16,injury
11174,94433,3rd deg burn mult finger,"Full-thickness skin loss [third degree, not otherwise specified]of two or more digits of hand, not including thumb",16,injury
11175,94434,3 deg burn fingr w thumb,"Full-thickness skin loss [third degree, not otherwise specified] of two or more digits of hand including thumb",16,injury
11176,94435,3rd deg burn palm,"Full-thickness skin loss [third degree, not otherwise specified] of palm of hand",16,injury
11177,94436,3 deg burn back of hand,"Full-thickness skin loss [third degree, not otherwise specified] of back of hand",16,injury
11178,94437,3rd deg burn wrist,"Full-thickness skin loss [third degree, not otherwise specified] of wrist",16,injury
11179,94438,3rd deg burn hand-mult,"Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of wrist(s) and hand(s)",16,injury
11180,94440,Deep 3 deg brn hand NOS,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, hand, unspecified site",16,injury
11181,94441,Deep 3 deg burn finger,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, single digit [finger (nail)] other than thumb",16,injury
11182,94442,Deep 3 deg burn thumb,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, thumb (nail)",16,injury
11183,94443,Deep 3rd brn mult finger,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, two or more digits of hand, not including thumb",16,injury
11184,94444,Deep 3rd brn fngr w thmb,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, two or more digits of hand including thumb",16,injury
11185,94445,Deep 3 deg burn palm,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of palm of hand",16,injury
11186,94446,Deep 3rd brn back of hnd,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of back of hand",16,injury
11187,94447,Deep 3 deg burn wrist,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of wrist",16,injury
11188,94448,Deep 3 deg brn hand-mult,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites of wrist(s) and hand(s)",16,injury
11189,94450,3rd brn w loss-hand NOS,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of hand, unspecified site",16,injury
11190,94451,3rd burn w loss-finger,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of single digit [finger (nail)] other than thumb",16,injury
11191,7948,Abn liver function study,Nonspecific abnormal results of function study of liver,15,misc
11192,7949,Abn function study NEC,Nonspecific abnormal results of other specified function study,15,misc
11193,79500,Abn glandular pap smear,Abnormal glandular Papanicolaou smear of cervix,15,misc
11194,79501,Pap smear (ASC-US),Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US),15,misc
11195,79502,Pap smear (ASC-H),Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),15,misc
11196,79503,Pap smear cervix w LGSIL,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL),15,misc
11197,79504,Pap smear cervix w HGSIL,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL),15,misc
11198,79505,Cervical (HPV) DNA pos,Cervical high risk human papillomavirus (HPV) DNA test positive,15,misc
11199,79506,Pap smr cytol evid malig,Papanicolaou smear of cervix with cytologic evidence of malignancy,15,misc
11200,79507,Sat cerv smr-no trnsfrm,Satisfactory cervical smear but lacking transformation zone,15,misc
11201,79508,Unsat cerv cytlogy smear,Unsatisfactory cervical cytology smear,15,misc
11202,79509,Abn pap cervix HPV NEC,Other abnormal Papanicolaou smear of cervix and cervical HPV,15,misc
11203,79510,Abn gland pap smr vagina,Abnormal glandular Papanicolaou smear of vagina,15,misc
11204,79511,Pap smear vag w ASC-US,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US),15,misc
11205,79512,Pap smear vagina w ASC-H,Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),15,misc
11206,79513,Pap smear vagina w LGSIL,Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL),15,misc
11207,79514,Pap smear vagina w HGSIL,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL),15,misc
11208,79515,Vag hi risk HPV-DNA pos,Vaginal high risk human papillomavirus (HPV) DNA test positive,15,misc
11209,79516,Pap smr vag-cytol malig,Papanicolaou smear of vagina with cytologic evidence of malignancy,15,misc
11210,79518,Vaginl cytol smr unsatis,Unsatisfactory vaginal cytology smear,15,misc
11211,79519,Oth abn Pap smr vag/HPV,Other abnormal Papanicolaou smear of vagina and vaginal HPV,15,misc
11212,7952,Abn chromosomal analysis,Nonspecific abnormal findings on chromosomal analysis,15,misc
11213,79531,Nonsp postv find-anthrax,Nonspecific positive findings for anthrax,15,misc
11214,79539,Nonsp positive cult NEC,Other nonspecific positive culture findings,15,misc
11215,7954,Abn histologic find NEC,Other nonspecific abnormal histological findings,15,misc
11216,79551,Nonsp rea skn test wo tb,Nonspecific reaction to tuberculin skin test without active tuberculosis,15,misc
11217,79552,Nonsp rea gma interferon,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis,15,misc
11218,81342,Fx distal radius NEC-cl,Other closed fractures of distal end of radius (alone),16,injury
11219,81343,Fx distal ulna-closed,Closed fracture of distal end of ulna (alone),16,injury
11220,81344,Fx low radius w ulna-cl,Closed fracture of lower end of radius with ulna,16,injury
11221,81345,Torus fx radius-cl/alone,Torus fracture of radius (alone),16,injury
11222,81346,Torus fx ulna-closed,Torus fracture of ulna (alone),16,injury
11223,81347,Torus fx radius/ulna-clo,Torus fracture of radius and ulna,16,injury
11224,81350,Fx lower forearm NOS-opn,"Open fracture of lower end of forearm, unspecified",16,injury
11225,81351,Colles' fracture-open,Open Colles' fracture,16,injury
11226,81352,Fx distal radius NEC-opn,Other open fractures of distal end of radius (alone),16,injury
11227,81353,Fx distal ulna-open,Open fracture of distal end of ulna (alone),16,injury
11228,81354,Fx low radius w ulna-opn,Open fracture of lower end of radius with ulna,16,injury
11229,81380,Fx forearm NOS-closed,Closed fracture of unspecified part of forearm,16,injury
11230,81381,Fx radius NOS-closed,Closed fracture of unspecified part of radius (alone),16,injury
11231,81382,Fracture ulna NOS-closed,Closed fracture of unspecified part of ulna (alone),16,injury
11232,81383,Fx radius w ulna NOS-cl,Closed fracture of unspecified part of radius with ulna,16,injury
11233,81390,Fx forearm NOS-open,Open fracture of unspecified part of forearm,16,injury
11234,81391,Fracture radius NOS-open,Open fracture of unspecified part of radius (alone),16,injury
11235,81392,Fracture ulna NOS-open,Open fracture of unspecified part of ulna (alone),16,injury
11236,81393,Fx radius w ulna NOS-opn,Open fracture of unspecified part of radius with ulna,16,injury
11237,81400,Fx carpal bone NOS-close,"Closed fracture of carpal bone, unspecified",16,injury
11238,81401,"Fx navicular, wrist-clos",Closed fracture of navicular [scaphoid] bone of wrist,16,injury
11239,81402,"Fx lunate, wrist-closed",Closed fracture of lunate [semilunar] bone of wrist,16,injury
11240,81403,"Fx triquetral, wrist-cl",Closed fracture of triquetral [cuneiform] bone of wrist,16,injury
11241,81404,Fx pisiform-closed,Closed fracture of pisiform bone of wrist,16,injury
11242,81405,Fx trapezium bone-closed,Closed fracture of trapezium bone [larger multangular] of wrist,16,injury
11243,81406,Fx trapezoid bone-closed,Closed fracture of trapezoid bone [smaller multangular] of wrist,16,injury
11244,81407,Fx capitate bone-closed,Closed fracture of capitate bone [os magnum] of wrist,16,injury
11245,81408,Fx hamate bone-closed,Closed fracture of hamate [unciform] bone of wrist,16,injury
11246,81409,Fx carpal bone NEC-close,Closed fracture of other bone of wrist,16,injury
11247,81410,Fx carpal bone NOS-open,"Open fracture of carpal bone, unspecified",16,injury
11248,81411,"Fx navicular, wrist-open",Open fracture of navicular [scaphoid] bone of wrist,16,injury
11249,81412,"Fx lunate, wrist-open",Open fracture of lunate [semilunar] bone of wrist,16,injury
11250,81413,"Fx triquetral, wrist-opn",Open fracture of triquetral [cuneiform] bone of wrist,16,injury
11251,81414,Fx pisiform-open,Open fracture of pisiform bone of wrist,16,injury
11252,81415,Fx trapezium bone-open,Open fracture of trapezium bone [larger multangular] of wrist,16,injury
11253,81416,Fx trapezoid bone-open,Open fracture of trapezoid bone [smaller multangular] of wrist,16,injury
11254,81417,Fx capitate bone-open,Open fracture of capitate bone [os magnum] of wrist,16,injury
11255,81418,Fx hamate bone-open,Open fracture of hamate [unciform] bone of wrist,16,injury
11256,81419,Fx carpal bone NEC-open,Open fracture of other bone of wrist,16,injury
11257,81500,Fx metacarpal NOS-closed,"Closed fracture of metacarpal bone(s), site unspecified",16,injury
11258,81501,Fx 1st metacarp base-cl,Closed fracture of base of thumb [first] metacarpal,16,injury
11259,81502,Fx metacarp base NEC-cl,Closed fracture of base of other metacarpal bone(s),16,injury
11260,81503,Fx metacarpal shaft-clos,Closed fracture of shaft of metacarpal bone(s),16,injury
11261,81504,Fx metacarpal neck-close,Closed fracture of neck of metacarpal bone(s),16,injury
11262,81509,Mult fx metacarpus-close,Closed fracture of multiple sites of metacarpus,16,injury
11263,81510,Fx metacarpal NOS-open,"Open fracture of metacarpal bone(s), site unspecified",16,injury
11264,81511,Fx 1st metacarp base-opn,Open fracture of base of thumb [first] metacarpal,16,injury
11265,81512,Fx metacarp base NEC-opn,Open fracture of base of other metacarpal bone(s),16,injury
11266,90225,Inj super mesenteric art,Injury to superior mesenteric artery (trunk),16,injury
11267,90226,Inj brnch sup mesent art,Injury to primary branches of superior mesenteric artery,16,injury
11268,90227,Inj infer mesenteric art,Injury to inferior mesenteric artery,16,injury
11269,90229,Inj mesenteric vess NEC,"Injury to celiac and mesenteric arteries, other",16,injury
11270,90231,Inj superior mesent vein,Injury to superior mesenteric vein and primary subdivisions,16,injury
11271,90232,Inj inferior mesent vein,Injury to inferior mesenteric vein,16,injury
11272,90233,Injury portal vein,Injury to portal vein,16,injury
11273,90234,Injury splenic vein,Injury to splenic vein,16,injury
11274,90239,Inj port/splen vess NEC,"Injury to portal and splenic veins, other",16,injury
11275,90240,Injury renal vessel NOS,"Injury to renal vessel(s), unspecified",16,injury
11276,90241,Injury renal artery,Injury to renal artery,16,injury
11277,90242,Injury renal vein,Injury to renal vein,16,injury
11278,90249,Injury renal vessel NEC,"Injury to renal blood vessels, other",16,injury
11279,90250,Injury iliac vessel NOS,"Injury to iliac vessel(s), unspecified",16,injury
11280,90251,Inj hypogastric artery,Injury to hypogastric artery,16,injury
11281,90252,Injury hypogastric vein,Injury to hypogastric vein,16,injury
11282,90253,Injury iliac artery,Injury to iliac artery,16,injury
11283,90254,Injury iliac vein,Injury to iliac vein,16,injury
11284,90255,Injury uterine artery,Injury to uterine artery,16,injury
11285,90256,Injury uterine vein,Injury to uterine vein,16,injury
11286,90259,Injury iliac vessel NEC,"Injury to iliac blood vessels, other",16,injury
11287,90281,Injury ovarian artery,Injury to ovarian artery,16,injury
11288,90282,Injury ovarian vein,Injury to ovarian vein,16,injury
11289,90287,Inj mult abd/pelv vessel,Injury to multiple blood vessels of abdomen and pelvis,16,injury
11290,90289,Inj abdominal vessel NEC,Injury to other specified blood vessels of abdomen and pelvis,16,injury
11291,9029,Inj abdominal vessel NOS,Injury to unspecified blood vessel of abdomen and pelvis,16,injury
11292,90300,Inj axillary vessel NOS,"Injury to axillary vessel(s), unspecified",16,injury
11293,90301,Injury axillary artery,Injury to axillary artery,16,injury
11294,90302,Injury axillary vein,Injury to axillary vein,16,injury
11295,9031,Injury brachial vessels,Injury to brachial blood vessels,16,injury
11296,9032,Injury radial vessels,Injury to radial blood vessels,16,injury
11297,9033,Injury ulnar vessels,Injury to ulnar blood vessels,16,injury
11298,9034,Injury palmar artery,Injury to palmar artery,16,injury
11299,9035,Injury finger vessels,Injury to digital blood vessels,16,injury
11300,9038,Injury arm vessels NEC,Injury to other specified blood vessels of upper extremity,16,injury
11301,9039,Injury arm vessel NOS,Injury to unspecified blood vessel of upper extremity,16,injury
11302,9040,Inj common femoral arter,Injury to common femoral artery,16,injury
11303,9041,Inj superfic femoral art,Injury to superficial femoral artery,16,injury
11304,9042,Injury femoral vein,Injury to femoral veins,16,injury
11305,9043,Injury saphenous vein,Injury to saphenous veins,16,injury
11306,90440,Inj popliteal vessel NOS,"Injury to popliteal vessel(s), unspecified",16,injury
11307,90441,Injury popliteal artery,Injury to popliteal artery,16,injury
11308,90442,Injury popliteal vein,Injury to popliteal vein,16,injury
11309,90450,Injury tibial vessel NOS,"Injury to tibial vessel(s), unspecified",16,injury
11310,90451,Inj anter tibial artery,Injury to anterior tibial artery,16,injury
11311,90452,Inj anterior tibial vein,Injury to anterior tibial vein,16,injury
11312,90453,Inj post tibial artery,Injury to posterior tibial artery,16,injury
11313,90454,Inj post tibial vein,Injury to posterior tibial vein,16,injury
11314,9046,Inj deep plantar vessel,Injury to deep plantar blood vessels,16,injury
11315,9047,Injury leg vessels NEC,Injury to other specified blood vessels of lower extremity,16,injury
11316,9048,Injury leg vessel NOS,Injury to unspecified blood vessel of lower extremity,16,injury
11317,9049,Blood vessel injury NOS,Injury to blood vessels of unspecified site,16,injury
11318,9050,Late effec skull/face fx,Late effect of fracture of skull and face bones,16,injury
11319,9649,Poisoning-blood agt NOS,Poisoning by unspecified agent affecting blood constituents,16,injury
11320,96500,Poisoning-opium NOS,"Poisoning by opium (alkaloids), unspecified",16,injury
11321,96501,Poisoning-heroin,Poisoning by heroin,16,injury
11322,96502,Poisoning-methadone,Poisoning by methadone,16,injury
11323,96509,Poisoning-opiates NEC,Poisoning by other opiates and related narcotics,16,injury
11324,9651,Poisoning-salicylates,Poisoning by salicylates,16,injury
11325,9654,Pois-arom analgesics NEC,"Poisoning by aromatic analgesics, not elsewhere classified",16,injury
11326,9655,Poisoning-pyrazole deriv,Poisoning by pyrazole derivatives,16,injury
11327,96561,Pois-propionic acid derv,Poisoning by propionic acid derivatives,16,injury
11328,96569,Poison-antirheumatic NEC,Poisoning by other antirheumatics,16,injury
11329,9657,Pois-no-narc analges NEC,Poisoning by other non-narcotic analgesics,16,injury
11330,9658,Pois-analges/antipyr NEC,Poisoning by other specified analgesics and antipyretics,16,injury
11331,9659,Pois-analges/antipyr NOS,Poisoning by unspecified analgesic and antipyretic,16,injury
11332,9660,Poison-oxazolidine deriv,Poisoning by oxazolidine derivatives,16,injury
11333,9661,Poison-hydantoin derivat,Poisoning by hydantoin derivatives,16,injury
11334,9662,Poisoning-succinimides,Poisoning by succinimides,16,injury
11335,9663,Pois-anticonvul NEC/NOS,Poisoning by other and unspecified anticonvulsants,16,injury
11336,9664,Pois-anti-parkinson drug,Poisoning by anti-Parkinsonism drugs,16,injury
11337,9670,Poisoning-barbiturates,Poisoning by barbiturates,16,injury
11338,9671,Poisoning-chloral hydrat,Poisoning by chloral hydrate group,16,injury
11339,9672,Poisoning-paraldehyde,Poisoning by paraldehyde,16,injury
11340,9673,Poisoning-bromine compnd,Poisoning by bromine compounds,16,injury
11341,9674,Poisoning-methaqualone,Poisoning by methaqualone compounds,16,injury
11342,9675,Poisoning-glutethimide,Poisoning by glutethimide group,16,injury
11343,9676,Poison-mix sedative NEC,"Poisoning by mixed sedatives, not elsewhere classified",16,injury
11344,9678,Pois-sedative/hypnot NEC,Poisoning by other sedatives and hypnotics,16,injury
11345,9679,Pois-sedative/hypnot NOS,Poisoning by unspecified sedative or hypnotic,16,injury
11346,9680,Pois-cns muscle depress,Poisoning by central nervous system muscle-tone depressants,16,injury
11347,9681,Poisoning-halothane,Poisoning by halothane,16,injury
11348,9682,Poison-gas anesthet NEC,Poisoning by other gaseous anesthetics,16,injury
11349,9683,Poison-intraven anesthet,Poisoning by intravenous anesthetics,16,injury
